movie,stars,review
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,8,even after 45 year no one can agree on why bob dylan call that tour roll thunder revue — it might be one of those thing that only get more elusive over time the revue part be easy enough dylan be famous enough to do what he want but too frazzle to do it alone so he extend an open invitation to the best mind of his generation to join him for a series of intimate show across the united…
This One's for the Ladies,6,don t be fool by the nc-17 rating gene graham s this one s for the lady may be an uncensored documentary about the male stripper of newark — and the woman who love them — but giant penis have never seem more gentle or less explicit hell most of the time they re sheathe in those silly black hood that exotic dancer have to wear for modesty and they don t look like dick so much a headless church bishop who be hiding some…
The Raft,7,the newspaper call it the sex raft but mexican anthropologist santiago genovés always insist that his experiment be only driven by a lust for science an ambitious but altogether typical man whose interest in human conflict be galvanize by his experience a a passenger on a hijack commercial flight genovés ordeal left him convince that confine space be the ideal breeding ground to test human behavior so the wild-eyed 50-year-old have an idea genovés would invite 11 young people from…
"The Gangster, the Cop, the Devil",6,in a strange way watch a mediocre korean thriller be almost a exhilarate a watch any of the legitimately great one the country s film industry continue to churn out — it s wild to see how standard have gotten high enough that even a rambunctious serial killer saga with an ingenious premise and a swagger ma dong-seok performance can still feel like something of a disappointment such be the case with lee won-tae s the gangster the cop the devil a giddy…
Dark Phoenix,3,if dark phoenix feel like the nadir of 21st century blockbuster cinema that s not because it s the bad film of it kind — hell it s not even the bad installment of it franchise — but rather because it might be the only 200 million tentpole that have no evident reason to exist the movie industry be sustain by a silent contract between hollywood and it audience which stipulates studio and ticket buyer will both spend too much of their money…
Rocketman,7,rocketman be so much well than bohemian rhapsody that it s wild they re *both* technically consider movie
Domino,4,brian de palma s domino be a troubled production story for the age underfunded shot by the seat of it pant and cut to ribbon without the director s approval or supervision but that s the least of the issue with the final product there s little indication this low-rent high-minded terrorism shlock ever have any hope of be a well film than the version now make it way to vod and a few sad movie screen too much of the material be intact…
Pavarotti,5,ron howard s pavarotti be a warm but distant and hagiographic documentary about the most lucrative tenor who s ever live it open with it boisterous namesake belting out an aria in the middle of the amazon and then spends the rest of it run time show u how the humble son of an italian baker manage to fulfill his dream of bring opera to the entire world that s a hell of a story — more than compelling enough to sustain a…
The Perfection,4,more like the fun and super unexpected first act that give way to an hour of pure nonsense and a nice final shot
The Traitor,5,almost an hour into marco bellocchio s the traitor — a lively but scattershot and exasperate biopic about tommaso buscetta the first sicilian mob bos to become an informant for the authority — the film s charismatic protagonist pierfrancesco favino tell an interrogator a story about one of the first men he be ever assign to kill bellocchio then cut to a brief flashback that offer u more about his subject than the rest of this two-and-a-half hour film combine the young…
"Mektoub, My Love: Intermezzo",3,no filmmaker have ever love anything a much a abdellatif kechiche love butt bring up the rear of this year s cannes lineup in more way than one kechiche s mektoub my love intermezzo — an oft-threatened but completely unsolicited sequel to his 2017 bomb mektoub my love canto uno — devotes about 60 of it runtime to extreme close-ups of jiggling female derriere and while that horrifyingly unexaggerated statistic may sound like a bit of a red flag to begin with
Oh Mercy,4,a ponderous true-crime procedural about a murder in france s poorest commune arnaud desplechin s mostly lifeless but peripherally compelling oh mercy aka roubaix une lumière find the my golden year auteur return to his birthplace to tell a story about a place that few people get to choose and even few get to leave if the film be a literal homecoming however it s also a strike figurative departure for a filmmaker best know and most beloved for intricate frazzle and hyper-loquacious…
Matthias & Maxime,6,it sound like the premise of a duplass brother movie two lifelong dude pal now approach their late 20 and head in very different direction be convince to make out a part of someone s dumb student film privately but profoundly the experience unlocks something at the heart of their friendship in fact it be the premise of a duplass brother movie or at least a movie star a duplass brother nevertheless there be a world of difference between lynn shelton s…
Parasite,9,bong joon-ho the sui generis south korean auteur behind unclassifiable modern wonder like barking dog never bite and the host have always make film that refuse to fit the narrow parameter of any particular genre each of them be built atop a bedrock of comic violence that bong us to support the weight of the heavy story he place on top of it but simply categorize snowpiercer a science-fiction or memory of murder a a mystery would require you to…
Once Upon a Time… in Hollywood,6,have anyone ever notice that brad pitt be a very handsome man quentin tarantino finally make a film about `` real people '' in every sense of the phrase i like it a lot a a wound portrait of middle-age reflect against the end of the movie *golden* age leo/pitt be obviously terrific though it 's painful how little screen time they get together but the film be scatter to the point of abstraction thin scene be stretch to their break point and…
Frankie,6,frankie by the american writer-director ira sachs be a tiny little trinket of a film it s like an elegant bracelet that s modest enough to go unnoticed but nevertheless reveals a quietly exquisite beauty to those who be willing to lean in and look closer even if they have to squint in other word it s an ira sachs movie only more so but in this one that bracelet be be worn by isabelle huppert and it fit on her wrist like…
The Lighthouse,7,tire regular people use regular swears wire mad-eyed willem dafoe use sea swears still try to sort out what i get out of this experience other than the lifelong memory of robert pattinson hilariously beating a seagull to death but i sure be glad we live in a world where something this fuck *much* can still get fund
Zombi Child,6,there be any number of horror film about voodoo magic and it colonialist underpinnings — jacques tourneur s 1943 i walk with a zombie remain the most formative example — but only bertrand bonello s take on the subject include an oral presentation on the life and time of rihanna it would be foolish to expect anything else from the firebrand director behind house of pleasure and nocturama whose film see history a less of a forward march than an uneasy churn
Portrait of a Lady on Fire,9,halfway through céline sciamma s razor-sharp and shatteringly romantic portrait of a lady fire — a perfect a film a any to have premier this year — the three main character sit around a candlelit dinner table and argue the meaning of what happen between orpheus and eurydice more specifically the point of contention hinge on what motivate orpheus to ignore the instruction he be give and turn around to look at his love even though he knew it would cause…
A Hidden Life,8,terrence malick be back back from the present back from the twirl back from his battle with the boundlessness of digital technology a neutral force that nevertheless have the power to seduce certain filmmaker away from their conviction malick have always be the cinema s most devout searcher his faith and uncertainty go hand-in-hand but the work he s make over the last few year hasn t be search so much a lose 2011 s the tree of life found the auteur pivot away…
The Wild Goose Lake,6,an invigorate poetic and discretely brilliant chinese noir that add up to less than the sum of it part diao yinan s the wild goose lake can t help but feel like a mild comedown from the director s berlinale-winning 2014 black coal thin ice. to some degree that disappointment may have be inevitable a yinan s five-year-old masterpiece tapped into the kind of dark magic that s difficult to conjure twice ala it doesn t necessarily help that diao s first feature in five year treads…
First Love,7,a boxer with a brain tumor a crooked cop with terrible luck a screw-up yakuza who s see too many movie a dismember chinese gangster who wields a pump-action shotgun with his one remain arm a terrify prostitute who s stalk by a ghost in tighty whities an unkillable femme fatale who will kick a man to death just for be in her way and the world s most wonderful heroin those be just some of the many different ingredient that prolific japanese…
Little Joe,5,in lesser hand little joe would be a very dangerous film a it stand the late masterful psychodrama from austrian powerhouse jessica hausner lourdes amour fou still have plenty of potential to offend a horticultural riff on invasion of the body snatcher that broadly likens the spread of antidepressant to a dehumanize alien force little joe can be see a a direct attack on anyone who s ever appreciate the benefit of a mood-enhancing pharmaceutical either firsthand or otherwise the movie…
The Staggering Girl,4,luca guadagnino insists that his utterly gorgeous and generally insipid new 37-minute film be not a commercial accord to the opening title — which for unknown reason be present in the signature style of woody allen — the stagger girl be actually a medium-length art movie base on valentino haute couture. never mind that the short be produce by the monolithic fashion house or that each of the many spectacular look get it own citation in the credit or that…
Atlantics,6,always in for jinni
Beanpole,8,iya viktoria miroshnichenko suffers from post-concussion syndrome after fight on the frontlines during the siege now a nurse in a musty leningrad hospital that heave with the dead and die she s prone to sudden fit of paralysis her muscle freeze her voice be swallow by a feeble croak and her long alabaster body be no longer under her control in these vulnerable moment iya truly earns the nickname that give beanpole it title the crane-like twenty-something — whose white eyebrows…
Bacurau,8,in some respect kleber mendonça filho s bacurau can be see a a logical continuation of the brazilian critic-turned-auteur s two previous feature much like 2012 s revelatory neighbor sound for example bacurau be a patient and sprawl portrait of a brazilian community a it struggle to defend itself against the dark specter of modernity and much like 2016 s unshakeable aquarius bacurau hinge on an immovably stubborn woman who refuse to relinquish her place in the world — who won t allow our blind…
Les Misérables,7,pointedly repurposing the title of victor hugo s classic novel about the law of nature and grace ladj ly s le misérables bear little outward resemblance to the epic story of jean valjean and his steal loaf of bread but ly s first narrative feature — a grip and ground procedural that probe the tension between paris anti-crime police and the poor muslim population they torment and suppress — revisits the french suburb of montfermeil in the present day and find that little…
The Dead Don't Die,6,jim jarmusch s recent preoccupation with life at the end of the world and the cultural decay that come with it arrives at an amusingly literal conclusion in the dead don t die a sluggish but know zombie comedy that rearranges the bone of the night of the living dead into a resign lament for a society on the brink of collapse and while exhume george romero s metaphor-heavy corpus might seem like too obvious a choice in our current age of smart…
I Am Easy to Find,8,[ this be kind of a review wrap into a long profile of mike mill the national and alicia vikander but long story short the film be beautiful and you should watch it ] the national be suppose to take a break they sure a hell deserve one after 20 year of tirelessly burnish their reputation a the country s most consistent rock band — after sell almost 1 million record become president obama s de facto campaign soundtrack and lay down the definitive…
Serenity,3,`` i be the rule '' someone please make a letterboxd list of movie in which ridiculous plot twist kind of *explain* why the lead performance have be so terrible the entire time this ca n't be the only one right
The Wandering Earth,3,"bill a china s first true sci-fi blockbuster frant gwo s ridiculously profitable and borderline unwatchable the wander earth tell the story of a curse future in which the sun have become unstable and humanity s only hope for survival be the 10,000 jet engine strong enough to dislodge our planet from it orbit and launch u toward a solar system that s 4.2 light-year away currently the second-highest gross movie in chinese box office history and now dumped on netflix without fanfare gwo s…"
Pokémon Detective Pikachu,5,some personal news i think i might be a psyduck # imapsyduckandthatsokay
John Wick: Chapter 3 - Parabellum,6,for a semi-retired super assassin who s kill more people than the bubonic plague john wick keanu reef be actually a pretty relatable guy beneath the concave cheekbone the magical handgun with infinite bullet capacity and the byzantine criminal underworld that stretch to every corner of the globe he s just a monosyllabic middle-aged man who want to be left the fuck alone when the first movie of this increasingly ridiculous saga begin mr. wick be grieve his wife s death in peace…
Wine Country,5,a pleasant and perfectly watchable comedy that would have die on the vine in theater wine country be casual view do right like so many netflix original amy poehler s effervescent feature directorial debut be best enjoy on a soft couch after a hard day and with a large glass of pinot grigio in each hand while there be occasional note of heaviness — a there must be in any honest account of the joy and misery of get so much…
Long Shot,7,long shot have literally everything i want in a movie the plot of an american president charlize theron on ecstasy seth rogen be jewish andy serkis cosplaying a rupert murdoch redemption for season 7 of game of throne springsteen lil yachty claudia o doherty… really terrific rom-com with some actual meat on it bone
Yesterday,4,if not for an endear cast and some occasional splash of richard curtis signature british charm yesterday would be a complete waste of it clever premise — not to mention the money it must have cost to license 17 of the beatles most famous song a it stand this sweet but vacuous exercise in suspend disbelief be an overstuffed and underwritten misfire a studio-engineered crowd-pleaser so convince all you need be love that it loses sight of some other essentials…
Dreamland,7,a depression-era coming-of-age story that s told with all the born-to-run romance of a bruce springsteen anthem mile joris-peyrafitte s dreamland be a film a mythic and familiar a the dust bowl itself it s an arrest fable fuel by the restlessness that american kid have always regard a a birthright and a penniless runaway of a movie that s almost too beautiful to care that it s race towards a dead end you ve see this story a thousand time before but joris-peyrafitte s expressive direction…
Tolkien,5,when j.r.r tolkien s estate issue a statement object to dome karukoski s dour new biopic about the lord of the ring writer s formative year they have yet to actually see the film odds be they never will a christopher tolkien have make clear his frustration over the way that contemporary pop culture have devour his father s legacy tolkien have become a monster devour by his own popularity and absorbed by the absurdity of our time he told le monde in 2012.…
Woodstock,6,do the world really need another movie about woodstock there be few of them than you might imagine but the two that most readily spring to mind feel like a close parenthetical michael wadleigh release his definitive 1970 concert documentary when the music be still echo across the field of upstate new york and ang lee s 2009 take woodstock suggest we should have left it at that barak goodman oklahoma city and co-director jamila ephron far from the tree must…
Wild Rose,7,me i would watch literally anything that star jessie buckley hbo even a miniseries about chernobyl that s probably just six hour of people s skin melt off in front of their love one a you despair about the bad horror of all humankind me …does she sing in it some janky storytelling along the way but the movie have the right destination in mind and jessie buckley should win 400 oscar for her performance give or take
Rewind,8,of the many question ask and answer by sasha joseph neulinger s heroic and devastate autobiographical documentary the first be also perhaps the most frequent why be home movie always so haunt what be it about these standard-definition clip of old birthday party and barbecue that make them more intrinsically unsettle than photograph social medium post and all the other breadcrumb that people leave behind what be it about them that tinge even the happiest footage with a touch of melancholy
UglyDolls,4,for a disposable piece of child s entertainment that feature pit bull a the voice of a one-eyed party-mad puppy name ugly dog there s something refreshingly straightforward about how uglydolls go about it agenda at no point in it mercifully brief run time do this colorful pop confection pretend that it s anything more than an 88-minute commercial for an innocuous brand of plush toy and for that we should be grateful sure it s not a psychedelic a troll nor a impressive…
Making Waves : The Art of Cinematic Sound,6,film be so axiomatically regard a a visual medium that it s easy to forget that sound come first at least that be the order of thing for thomas edison who only invent the kinetograph so that people might be able to watch something while they listen to his phonograph that factoid be at the heart of midge costin s make wave the art of cinematic sound an erudite and impassioned documentary that do it damndest to prove that we experience movies…
Stray Dolls,7,riz geetanjali thapa isn t naïve she may be fresh off the boat but it s not a if she s never be on dry land before she knew — at least to a certain extent — what life might have in store for her when she left her family behind and illegally emigrate from india to upstate new york she knew that sneak into america meant start on the ground floor and she knew that some of the unsavory people she met…
Swallow,7,there s something fitting about the fact that carlo mirabella-davis swallow — a provocative and frequently brilliant thriller about the patriarchal control over female body — be set in a purgatorial stretch of upstate new york that s roughly equidistant from both jeanne dielman s home at 23 commerce quay 1080 brussels and the arid san fernando valley that almost suffocates carol white to death in safe. while he might not posse chantal akerman s visionary patience or exhibit todd haynes singular talent for…
Good Posture,6,a sketchy comedic drama about two very different yet oddly similar woman who harness the mystical power of passive-aggressiveness in order to straighten each other out dolly well good posture struggle to find a central focus even a lived-in character and an excellent cast help this debut capture life s transitional phase with the kind of toothpaste-on-the-bathroom-mirror messiness they sometimes demand it help that well be a humane behind the camera a she tends to be in front of it a…
Georgetown,4,it isn t especially difficult to explain pop culture s recent obsession with liar and con artist see the inventor the duel fyre festival documentary and the forthcoming yesterday among dozen of other example but christoph waltz s georgetown suggests that washington d.c. be a magnet for megalomaniacal grifter long before donald trump reduce the property value of 1600 pennsylvania avenue power have a funny way of attract the most pathetic of people and this half-formed almost true dark comedy be nothing if…
Avengers: Endgame,8,with almost 20 billion in box office gross and the kind of worldwide cultural saturation that s typically reserve for war and pandemic the marvel cinematic universe be without question one of the most successful idea in hollywood history however a avenger endgame underscore with each of it 182 minute this 22-film mega-franchise have always be a portrait of failure it may be the big story ever told about people let down the one they love time and time again until…
Avengers: Endgame,8,infinity war unwatchable space trash one of the bad movie in the mcu endgame a genuinely touch and cleverly self-reflexive mega-spectacle about how it feel to fail the people you love one of the best movie in the mcu i don t make the rule glad that the entire genre of superhero movie could end on a high note longer spoilery thought to come on friday
Body at Brighton Rock,5,at a time when so many low-budget indie seem resign to stream roxanne benjamin s fun and forgettable body at brighton rock feel ready-made for a friday night on your couch it s a total slumber party of a movie told with plenty of skill even more potential and an utter lack of preciousness from it delightful opening moment to it enjoyable shrug of a last-minute twist a large part of that appeal be owe to the throwback vibe of a movie…
Okko's Inn,5,above all else kitarô kôsaka s okko s inn be a warm and adorable new addition to the grow subgenre of animate child s film about grief see coco kubo and the two string and my neighbor totoro among many others most of them japanese the film be so colorful and kid-friendly that it s hard to believe it s from the same production studio responsible for the hyper-violent like of ninja scroll and perfect blue but this bucolic story about a little girl who…
Homecoming: A Film by Beyoncé,8,"last april beyoncé march onto a stage in the coachella valley and lead more than 100 singer dancer and stepper through the great performance in the modern history of music festival beychella — a it be destine to be know — be live-streamed by 458,000 people watch by 43 million more on youtube over the month that follow and almost immediately dubbed a the definitive pop culture event of the year this april beyoncé manage to fit the whole spectacle…"
Booksmart,8,literally every movie should be set during senior year of high school no exception
Stockholm,4,on august 23 1973 a convict by the name of jan-erik olsson try to robthe large bank in stockholm while he be on leave from his stint in prison olsson carry a machine gun and he take a few hostage but he wasn t a jerk about it or anything he be reasonably kind to the bank teller he only hurt people by accident and — a the day wore on — he even start sing roberta flack in the vault…
Little,4,the word on tina gordon s little a slapdash modern inversion of big be that black-ish star marsai martin come up with the idea for the movie when she be only 10 year old and become the young executive producer in hollywood history when the thing actually go into production a few year later that s a nice bit of trivia but the hacky premise for this studio comedy be pitch by the child star of a network sitcom may not be…
The Best of Enemies,5,robin bissell s the best of enemy may not be some kind of game-changing corrective to all the retrograde film about race in america we re talk about an uplift historical biopic direct by the executive producer of seabiscuit but this sturdy drama have the good sense to recognize that allyship be only valuable when it s hard when it s a sacrifice when it force white people to put some of their own skin in the game feel-good hollywood movie about race in…
The Haunting of Sharon Tate,2,daniel farrands unfathomably bad the haunt of sharon tate pose a number of provocative question the first be ask by edgar allen poe in a stanza of on-screen text be all that we see or seem but a dream within a dream hmm the next come from the film s cast director whose name have be omit from this review in order to protect the under-the-line talent what would it look like if the most culturally seismic killing of 1969 were…
Missing Link,7,part raider of the lose ark part mighty joe young and part plane train automobile — to cite three of writer-director chris butler s most explicit reference — miss link be a sweet touch and seriously fun adventure comedy about two lose soul who be struggle to reconcile yesterday with tomorrow in their bid to belong in a world that refuse to make room for them set in the victorian era but progressive in almost every major aspect of it narrative…
Sauvage,7,there have be any number of film about lonely men who fall in love with a prostitute but camille vidal-naquet s raw and visceral sauvage wild be the rare film about a prostitute who fall in love with another man but leo can t afford to be stingy with his affection he s driven by an insatiable and undiscriminating desire for intimacy an untethered 22-year-old sex worker who life on the street of strasbourg and be ferally embody by félix maritaud who…
Honeyland,7,there s no evidence albert einstein actually say that if the bee disappear off the face of the earth man would only have four year left to live. the guy s name may be synonymous with genius but he be a theoretical physicist not an entomologist — just because he be smart doesn t mean that he could read a hive like a tarot card of course it s easy to appreciate why that quote however apocryphal have always be attribute to him those…
Dumbo,5,an anti-corporate fable produce by a massive conglomerate that s monopolize the film industry while pawn chintzy reproduction of the precious jewel from it own vault dumbo isn t exactly disney s fine hour and yet it s almost certain to be the most creatively inspire of the live-action remake the studio be release this year for one thing ehren kruger s otherwise unremarkable script begin where the 1941 original end and dare — in it own tepid way — to add a human element…
Shazam!,8,from watchman to the incredibles and most of the marvel cinematic universe there have be any number of movie set in a world where the general public know about the existence of superheroes the common folk in these film refer to such enhance and sartorially flamboyant individual a mutant or paranormals or avenger but the terminology doesn t really matter because the basic dynamic be always the same regardless of whether they re thought to be threat savior or something in between
The Dirt,3,a andy warhol famously never say in the future every arena-sized music act of the 20th century will get it own ‘ bohemian rhapsody for 115 minutes. the truth of those apocryphal word be obvious even before the execrable queen biopic gross almost a billion dollar the age of infinite content doesn t offer enough bandwidth for actual creation so most of our pop culture have to be exhume from the past a phenomenon make literal by the sustain explosion of true…
Depraved,6,hell-bent upon find evidence of ancient monster in the modern world often by explore how they continue to be reflect in the raw stuff of human nature larry fessenden launch his filmmaking career with a frankenstein story and he s be work his way back to the subject ever since trace of mary shelley s mad science can be found in many of the low-budget horror movie that his glass eye pix have produce since 1985 and they re even more apparent in…
Us,8,u be an audacious clever trip through the look glass that asks how american be go to live with ourselves after be remind of who we really be a lot funnier than it be frighten — a horror movie for a world in which real life be scary enough on it own lupitas that score definitely some bump in the road but i be sell on it big idea anything more will have to wait edit bumping this up to **** the more i read about it sit with it the more i like it seem to be a pattern with peele 's movie
It Started As a Joke,5,eugene mirman — a fixture of the comedy world but know to general audience a the voice of gene belcher on bob s burger — have always have a very particular vision of what comedy can be a warm and whimsical sort whose joke and prop-heavy stand-up tend to poke fun at the insistent seriousness of be alive mirman be the kind of guy who can find humor in just about anything in anything that be except for stuffy comedy festivals…
The Juniper Tree,7,a film that s every bit a lyrical and fraught a the t.s eliot poem it us for a preface nietzchka keene s little-seen the juniper tree — shot in the summer of 1986 only to premiere at sundance four year later after a series of financial woe — have long be thought of a the other björk movie the one she make before her feral totemic falconetti-level performance in dancer in the dark. the one björk make before she be even…
Five Feet Apart,6,it s almost irrelevant that justin baldoni s five foot apart be atypically urgent for a ya-flavored romantic drama about the impossible love between two star-crossed teenager or that haley lu richardson manages to pump some blood into even the most contrive moment of mikki daughtry and tobias iaconis script reaffirm the columbus and support the girl actress a a generational talent on the rise it doesn t really matter that the movie us emotionally pornographic m83 song and the postal service covers…
Wonder Park,2,the most notable thing about paramount s wonder park — a sugar-addled my neighbor totoro ripoff with a beautiful message and a hideous everything else — be that the movie seem to have be make without a director that s not an insult it s a fact behold what might be the only imdb page where the writer get top billing perhaps that s a damn indictment of a production that never found it way more likely it s an honest reflection of how most…
Everybody's Everything,6,the rapper lil peep tweet 15 time on the day he die at 1:14am nightmare to u be my life to me. that be follow by a handful of link to music he like or want to self-promote a fan retweet of some performance footage and an emoji-filled reference to his stage name which the 21-year-old s love mom have coin when he be a child finally at 5:01pm he share a shoutout to his big fan nick bons an incarcerated…
Pink Wall,6,the tragedy of tom cullen s pink wall — a familiar but deeply felt achronological relationship drama in the vein of blue valentine and françois ozon s 5 x 2 — be that neither of it central character know they re in a movie the soft light shift aspect-ratios and synth-driven music should have be a dead giveaway but it s easy to develop a kind of tunnel-vision when you re in love if only jenna tatiana maslany or leon jay duplass have be able…
Adopt a Highway,5,don t be nervous about the blumhouse production logo at the begin of the film adopt a highway in which a newly release and totally rootless ex-con played by ethan hawke discovers a baby girl in a dumpster doesn t follow whatever path you might expect or fear that company to take with this premise hawke doesn t harbor any sinister intention nor be the baby possess by demon — only colic in fact this sweet and simple little movie couldn t be any…
The Beach Bum,8,the beach bum be n't just the funniest movie i 've see in a long time it 's also final bos mcconaughey where he reveals his true form for the world to see — if he drop dead tomorrow you 'd feel like he accomplish everything he be sent to this earth to do he 's go to be so fuck excite when he learns that he 's in this also congratulation in advance to martin lawrence a surefire nominee for the first annual phoenix buchanan memorial…
The Gift: The Journey of Johnny Cash,6,there have be any number of movie about johnny cash from documentary like my father and the man in black to glorify concert film like johnny cash at folsom prison and an oscar-winning biopic walk the line but none have express the singular power of his solemn voice well than the gift the journey of johnny cash. a womb-to-tomb oral history that be make with the full support and participation of the late singer s family and sometimes feel too close…
An Elephant Sitting Still,8,it s tempt to think of an elephant sit still a a suicide note write with blood in a dirty patch of hard snow hard to sit through and impossible to forget this torpid four-hour anti-drama be suffuse with the sort of hopelessness that cinema only see every once in a long while werner herzog s stroszek and béla tarr s the turin horse come to mind and the man who make it — a former student of tarr s — kill himself before…
The Kid,5,a divert western that s almost worth see for the unsaddled performance that director vincent d onofrio get from his cast the kid only make a few small adjustment to the dustiest of american genre but these errant wrinkle — a far cry from any serious revisionism — provide much of the fun the film s tepid pulse can be felt in the way that sheriff pat garrett ethan hawke frantically warns the townsfolk that he s about to start a gunfight with some…
Captain Marvel,4,for a film that s almost completely incoherent for most of it first act — and seldom find it footing after that — captain marvel be rather clear about it one big idea jude law play an alien military commander name yon-rogg mansplains it to his promising female protege a they spar during the opening scene there s nothing more dangerous to a warrior than emotion he bark at vers brie larson you have to let go of the part of yourself…
Woman at War,8,an artful fable that examines what it really mean to save the world benedikt erlingsson s woman at war be the rarest of thing a crowd-pleaser about climate change combine paul schrader s dire urgency with roy andersson s droll brand of despair — to cite two other filmmaker whose work have wrestle with the madden quixotic idea of a single person try to redeem an entire planet — erlingsson have create a winsome knickknack of a movie that manages to reframe the…
Alita: Battle Angel,4,one thing i learn from alita battle angel be that human skin face stretch over giant robot body be literally my least favorite thing in the world
Greta,7,***filing this isabelle huppert interview a my greta review because the world be on fire and i can do what i want*** act be very easy for me isabelle huppert say not bragging so much a state a fact sit in a small manhattan conference room she lean back and shrug her shoulder the famously understated french star whose greta open this month be a honest and direct a she appear on screen — if also warmer than you might…
Styx,7,a blunt breathless and astoundingly unsentimental morality play that s told with the intensity of a ticking-clock thriller wolfgang fischer s styx be every bit a ominous a it title suggests and far less fanciful a german emergency doctor name rieke susanne wolff take a well-deserved vacation from her long night of save life and fly to the sunny rock of gibraltar in order to fulfill one of her forever dream completely by herself on an 11-meter yacht without any connection to…
The Wedding Guest,5,a a spare and sexy thriller michael winterbottom s the wedding guest be far too undercooked there s little flavor and even less to chew on a an audition for it star to be the next james bond however this aimless dev patel vehicle be virtually perfect sure there could stand to be a bit more shoot but anyone with high cheekbone can look good hold a gun patel who can play lose and worldly at the same time brings a lot…
The Graduation,6,"every year more than 1,000 wide-eyed wannabe stream through the gate of france s most exclusive film school desperate to earn a covet spot at the famed la fémis aka fondation européenne pour le métiers de l image et du son the odds be not in their favor only 60 student be accepted to each class and those who matriculate be scatter across a variety of discipline that range from direct and screenwriting to movie theater management remember this be france rejected…"
The Lego Movie 2: The Second Part,4,feel deeply uninspired from the very begin and doesn t match the creativity or wit of the first one until the closing credit double on chris pratt the bad part of anything may not have be the best idea
Synonyms,9,nadav lapid s astonish madden brilliant hilarious obstinate and altogether unmissable new film synonym open with a sequence that might be described a a sideways attempt at psychic suicide a twentysomething israeli traveler name yoav extraordinary newcomer tom mercier stride through the rainy street of paris in a shaky low-def shot that resembles paparazzo footage of a celebrity try to leave the press behind he storm into one of those gorgeous old building along the bank of the seine dig out…
Varda by Agnès,8,apology if this read like a eulogy for a living artist but have anyone ever die more joyfully than agnès varda famous since the release of her debut feature in 1954 and even more so by 1961 — when her cléo from 5 to 7 arrive at the crest of the french new wave — the belgian photographer filmmaker and installation creator have only gotten more iconic a she s grown old that s especially evident in varda by agnès which she…
Tremors,8,there be any number of movie about gay men try to liberate themselves from the long shadow of heteronormative oppression — a regrettably enduringly relevant premise — but few have be told with the extraordinary nuance or compassion of jayro bustamante s tremors. the guatemalan drama begin where a previous iteration of this drama might have left off rather than argue for the hero s basic humanity which the film s contemporary liberal audience wouldn t dare to dispute and it devoutly retrograde antagonists…
Ghost Town Anthology,7,a film that s every bit a bleak and fragment a it title implies denis côté s ghost town anthology be a pointedly modern portrait of a place that s come unstuck in time the fictional hamlet of irénée-les-neiges be locate in a barren stretch of backwoods québec the director s usual milieu part of which can also be see in the like of curl and vic + flo saw a bear and the 215 people who still live there be almost a dead…
Mr. Jones,5,it can be a terrible burden to be able to see the future particularly when the rest of the world seem blind to the present seldom have that fact be more sober than it be in agnieszka holland s urgent but disjoint mr jones the true and somewhat unknown story of a young man who be curse with the ability to see what be come next a well a the determination to recognize the full horror of what be already there.…
Goldie,6,yo it s your girl goldie i m about to kill shit today. goldie played by fashion model slick wood in her first movie role be a lot like the film that bear her name full of attitude bursting with scrappy new york style and stuck under the thumb of a merciless system that won t let her shine like she know she can at least this movie believe in her because no one else will no one else except maybe pint-sized fans…
Out Stealing Horses,6,give that han petter moland just spent a few year remake his own euro-thriller a a commercially viable liam neeson vehicle you might assume the prolific filmmaker be pivot to a global audience not so fast his late feature — a tender and meditative drama that screen in competition at the berlinale less than 24 hour after cold pursuit open in theater — be nothing if not distinctly norwegian and like so many of that country s finer thing herring free…
The Golden Glove,3,a fetid corpse flower of a film — the kind whose wretched stink only bloom into theater once every few year — fatih akin s the golden glove be a movie that you can smell just by look at it it s relentlessly pungent the cinematic equivalent of an overflow porta potty the set reek of shit and decay flesh while even the living character appear to rot before our eye maggot fall through the ceiling and rain into a young girl s…
Fourteen,7,you need something all the time mara snap at jo it get difficult. it s a little comment but one that s be at least 10 year in the make after more than a decade of intense — and intensely unbalanced — friendship in which the burden of emotional responsibility have only ever belong to her mara tallie medel find that her patience be start to wear thin jo norma kuhling have just flake out on dinner plan for the a zillionth…
By the Grace of God,8,however reductive it might be to frame by the grace of god a a french riff on spotlight that s exactly what writer-director françois ozon be hop to make when he decide to make a film about the ongoing trial of lyon-based cardinal philippe barbarin who stand accuse of cover up the fact that a charismatic priest in his diocese have be sexually abuse child for more than 30 year more to the point that s also exactly what bernard preynat s victims…
The Kindness of Strangers,4,new york can be an unforgiving city even in the best of circumstance unfortunately for the awkward patchwork of character who populate lone scherfig s listless new melodrama the kindness of stranger do not take place in the best of circumstance everyone in the film be lose and lonely in one way or another everyone be either helpless or guilty everyone be either about to hit bottom or begin to claw their way out of a hole that s too deep to…
Hail Satan?,7,an unexpected and truly bizarre thought might — no will — occur to most viewer at during penny hail satan though the lightning bolt of an idea be sure to strike different people at different point of penny lane s provocative hilarious and latently enrage documentary about the satanic temple for this critic it happen during the opening sequence a temple co-founder lucien greave gather his flock on the step of the florida capitol for their first rally in the winter…
